
 1, -983.000000, -83.000000, 129.000000, -1365.000000, -4751.000000, 4348.000000, -1036.000000, 160.000000, -15.000000, 190.000000, 39.000000, -75.000000
 2, -985.000000, -37.000000, 144.000000, -3141.000000, -13571.000000, 8776.000000, -986.000000, 164.000000, 152.000000, 195.000000, 51.000000, -82.000000
 3, -961.000000, -209.000000, 131.000000, -28218.000000, 1093.000000, 638.000000, -986.000000, 164.000000, 152.000000, 184.000000, 49.000000, -82.000000
 4, -958.000000, -234.000000, 69.000000, -20343.000000, 13265.000000, -3710.000000, -986.000000, 164.000000, 152.000000, 193.000000, 58.000000, -61.000000
 5, -1014.000000, -181.000000, 45.000000, -15408.000000, 13291.000000, -2336.000000, -986.000000, 164.000000, 152.000000, 186.000000, 60.000000, -48.000000
 6, -999.000000, 16.000000, 60.000000, -30922.000000, 5932.000000, -13177.000000, -986.000000, 164.000000, 152.000000, 177.000000, 61.000000, -39.000000
 7, -1081.000000, -68.000000, -16.000000, -41422.000000, 1365.000000, -16240.000000, -986.000000, 164.000000, 152.000000, 177.000000, 70.000000, -34.000000
 8, -1055.000000, -134.000000, -97.000000, -18252.000000, 16205.000000, -5643.000000, -986.000000, 164.000000, 152.000000, 162.000000, 64.000000, -27.000000
 9, -866.000000, -50.000000, 413.000000, -5713.000000, -84140.000000, 11628.000000, -986.000000, 164.000000, 152.000000, 207.000000, 70.000000, -118.000000
 10, -622.000000, 137.000000, 36.000000, -18025.000000, -107423.000000, -18646.000000, -986.000000, 164.000000, 152.000000, 217.000000, 76.000000, -160.000000
 11, -1414.000000, -231.000000, 423.000000, 1793.000000, 8128.000000, 22872.000000, -986.000000, 164.000000, 152.000000, 217.000000, 88.000000, -136.000000
 12, -1964.000000, -296.000000, 283.000000, 7236.000000, 96057.000000, -24500.000000, -1485.000000, 238.000000, 160.000000, 168.000000, 61.000000, -37.000000
 13, -729.000000, -315.000000, 86.000000, 15802.000000, 162653.000000, -30441.000000, -1485.000000, 238.000000, 160.000000, 159.000000, 52.000000, -15.000000
 14, 481.000000, 283.000000, 3.000000, -3053.000000, -65537.000000, 27693.000000, -1485.000000, 238.000000, 160.000000, 195.000000, 85.000000, -43.000000
 15, 38.000000, -137.000000, -95.000000, -12433.000000, -50566.000000, 70323.000000, -1485.000000, 238.000000, 160.000000, 210.000000, 118.000000, -57.000000
 16, -431.000000, -68.000000, 82.000000, -50531.000000, -10080.000000, 14778.000000, -1485.000000, 238.000000, 160.000000, 217.000000, 121.000000, -76.000000
 17, -1574.000000, 1.000000, 493.000000, 13991.000000, -52692.000000, -8645.000000, -1485.000000, 238.000000, 160.000000, 228.000000, 100.000000, -112.000000
 18, -1975.000000, 130.000000, 822.000000, 43960.000000, -23581.000000, 36767.000000, -1485.000000, 238.000000, 160.000000, 226.000000, 126.000000, -130.000000
 19, -1978.000000, 84.000000, 352.000000, 3780.000000, 51511.000000, -31622.000000, -1485.000000, 238.000000, 160.000000, 196.000000, 81.000000, -64.000000
 20, -155.000000, -226.000000, 133.000000, -3465.000000, 48361.000000, 15347.000000, -1485.000000, 238.000000, 160.000000, 168.000000, 94.000000, -3.000000
 21, 338.000000, 47.000000, 152.000000, -2878.000000, -40547.000000, 20081.000000, -1485.000000, 238.000000, 160.000000, 189.000000, 112.000000, -30.000000
 22, 230.000000, 102.000000, -131.000000, 12241.000000, -62387.000000, 28218.000000, -732.000000, 117.000000, 211.000000, 208.000000, 126.000000, -57.000000
 23, -907.000000, -272.000000, 365.000000, -24368.000000, -15233.000000, 1050.000000, -732.000000, 117.000000, 211.000000, 202.000000, 126.000000, -51.000000
 24, -1998.000000, 40.000000, 450.000000, 7927.000000, -91708.000000, 341.000000, -732.000000, 117.000000, 211.000000, 237.000000, 148.000000, -126.000000
 25, -1998.000000, -26.000000, 866.000000, 28183.000000, -32593.000000, 26503.000000, -732.000000, 117.000000, 211.000000, 201.000000, 88.000000, -66.000000
 26, -422.000000, -3.000000, 28.000000, 33906.000000, 122307.000000, -34186.000000, -732.000000, 117.000000, 211.000000, 175.000000, 93.000000, -18.000000
 27, -49.000000, -15.000000, 313.000000, -11655.000000, 29198.000000, -10692.000000, -732.000000, 117.000000, 211.000000, 196.000000, 114.000000, -39.000000
 28, -108.000000, 13.000000, -76.000000, -35857.000000, -42175.000000, 47547.000000, -732.000000, 117.000000, 211.000000, 208.000000, 144.000000, -58.000000
 29, -129.000000, -93.000000, 38.000000, -20588.000000, 21630.000000, 1417.000000, -732.000000, 117.000000, 211.000000, 201.000000, 142.000000, -46.000000
 30, -1198.000000, -279.000000, 364.000000, -6475.000000, -21682.000000, -16441.000000, -732.000000, 117.000000, 211.000000, 226.000000, 108.000000, -108.000000
 31, -1994.000000, 109.000000, 481.000000, -2808.000000, 9511.000000, 19302.000000, -732.000000, 117.000000, 211.000000, 214.000000, 115.000000, -99.000000
 32, -1470.000000, -209.000000, -11.000000, -40836.000000, 99443.000000, -43330.000000, -1364.000000, 332.000000, -147.000000, 183.000000, 108.000000, -18.000000
 33, -123.000000, -382.000000, 141.000000, -23870.000000, 77568.000000, -1715.000000, -1364.000000, 332.000000, -147.000000, 184.000000, 112.000000, -7.000000
 34, -23.000000, 112.000000, 19.000000, -4401.000000, -55317.000000, 47503.000000, -1364.000000, 332.000000, -147.000000, 198.000000, 129.000000, -28.000000
 35, 149.000000, -125.000000, 3.000000, -8146.000000, -35472.000000, 57645.000000, -1364.000000, 332.000000, -147.000000, 204.000000, 168.000000, -60.000000
 36, -242.000000, 38.000000, 197.000000, -15111.000000, -15067.000000, 1505.000000, -1364.000000, 332.000000, -147.000000, 213.000000, 162.000000, -78.000000
 37, -1997.000000, 656.000000, 885.000000, 64505.000000, -26731.000000, -9038.000000, -1364.000000, 332.000000, -147.000000, 231.000000, 124.000000, -132.000000
 38, -1924.000000, -3.000000, 227.000000, -29767.000000, 50120.000000, -26101.000000, -1364.000000, 332.000000, -147.000000, 208.000000, 115.000000, -19.000000
 39, -807.000000, -209.000000, 24.000000, -37292.000000, 66718.000000, 245.000000, -1364.000000, 332.000000, -147.000000, 174.000000, 111.000000, -3.000000
 40, -151.000000, 234.000000, 72.000000, 4147.000000, -37668.000000, -2878.000000, -1364.000000, 332.000000, -147.000000, 202.000000, 145.000000, -51.000000
 41, 170.000000, -186.000000, -61.000000, -3377.000000, -75022.000000, 85872.000000, -1364.000000, 332.000000, -85.000000, 214.000000, 160.000000, -69.000000
 42, -11.000000, -160.000000, 156.000000, -15067.000000, -12293.000000, -23957.000000, -171.000000, 293.000000, -93.000000, 220.000000, 148.000000, -82.000000
 43, -1533.000000, 400.000000, 520.000000, 42945.000000, -50925.000000, -13588.000000, -171.000000, 293.000000, -93.000000, 220.000000, 132.000000, -114.000000
