epoch|acc|loss|val_acc|val_loss
0|0.4542056068638775|1.2543367775801186|0.47761194029850745|1.1373422305975387
1|0.4915887844339709|1.1465317643691446|0.47761194029850745|1.0758947685583313
2|0.5074766351240818|1.095489877852324|0.47761194029850745|1.0327466815265256
3|0.5598130851148445|1.066029528702531|0.8208955223880597|0.9809879046767506
4|0.602803739320452|1.0206505778793977|0.8507462686567164|0.9289150273621972
5|0.6719626178251249|0.9690440708231703|0.8805970149253731|0.8731945984399141
6|0.7009345795506629|0.9288342298748338|0.8805970149253731|0.828286565951447
7|0.7429906536485548|0.8813636304062104|0.8805970149253731|0.7900886144211043
8|0.7672897187348838|0.875602589366592|0.8805970149253731|0.7516484865501746
9|0.799999998997305|0.8219087021373143|0.8805970149253731|0.7120418975602335
10|0.8084112160673765|0.8047799957132785|0.8805970149253731|0.684607939933663
11|0.8214953269913932|0.773123294616414|0.8805970149253731|0.6501205821535481
12|0.8383177573435775|0.7361303026431075|0.8805970149253731|0.6178328279239028
13|0.8504672889397523|0.7060858954893094|0.8805970149253731|0.5835897175233755
14|0.8560747651296241|0.6522526218512348|0.8805970149253731|0.5496752155360891
15|0.857943924453771|0.6450478918084475|0.8805970149253731|0.5160006444845626
16|0.8579439248994132|0.6161856712581956|0.8805970149253731|0.4915350764545042
17|0.8635514015349273|0.6120329859100769|0.8805970149253731|0.4660891596950702
18|0.8682242980627256|0.557957361680325|0.8805970149253731|0.4439286011368481
19|0.8635514027604433|0.5616536644574638|0.8805970149253731|0.42109260986100383
20|0.8626168212043904|0.5334024138539751|0.8805970149253731|0.40341327261568893
21|0.8728971971529667|0.5088943388417503|0.8805970149253731|0.3851476961107396
22|0.8663551391842209|0.5012682856243348|0.8805970149253731|0.3653280788393163
23|0.8700934588352096|0.48724794605067956|0.8805970149253731|0.3579029378606312
24|0.8728971969301456|0.46742054647374376|0.8805970149253731|0.3484125866818784
25|0.8757009333539232|0.45739929208131597|0.8805970149253731|0.34289244751432046
26|0.8803738328898064|0.4568552159260367|0.8805970149253731|0.3274537413867552
27|0.8747663539146708|0.45153351208874|0.8805970149253731|0.3225411319020969
28|0.8775700941264072|0.4282515271801815|0.8805970149253731|0.30911623364064233
29|0.876635514909976|0.40358594878811704|0.8805970149253731|0.30095970096872815
30|0.8728971967073245|0.4112467595907015|0.8805970149253731|0.2940509194758401
31|0.876635514687155|0.40315916855758593|0.8805970149253731|0.29114132496848033
32|0.8794392511109326|0.3718400744077201|0.8805970149253731|0.2834500145556322
33|0.8747663548059552|0.3911954654711429|0.8805970149253731|0.285124031465445
34|0.8775700945720495|0.3632289248092152|0.8805970149253731|0.2615954609059576
35|0.8785046733428384|0.3616182263209441|0.8805970149253731|0.25891252773911205
36|0.8813084104350795|0.3569260020679403|0.8805970149253731|0.26072402320691007
37|0.8785046740113017|0.3437261316263787|0.8805970149253731|0.24312733002563022
38|0.8785046735656595|0.34992059435799855|0.8805970149253731|0.2450703987434729
39|0.8841121497555314|0.32538173017657807|0.8805970149253731|0.23742862779702714
40|0.8822429894286895|0.3193403099741891|0.8805970149253731|0.2362117874088572
41|0.883177569313584|0.3229312393709878|0.8880597014925373|0.2303655129760059
42|0.8841121504239947|0.3258309104732264|0.8880597014925373|0.22450033764340985
43|0.8869158882961095|0.3006395329381818|0.8805970149253731|0.20752420532169627
44|0.8897196272823298|0.28991511909761164|0.8880597014925373|0.20745954228870905
45|0.8906542067215821|0.2883375629643414|0.9104477611940298|0.19808698945970676
46|0.8943925244785915|0.2932094108278506|0.9104477611940298|0.19012461669409453
47|0.8953271015782223|0.2745994775651771|0.9253731352179798|0.1898819172560279
48|0.8953271036950228|0.2679968724741|0.9253731352179798|0.18003863718972277
49|0.8887850459490981|0.27351393020041637|0.9253731352179798|0.18586363899174022
50|0.8981308422356008|0.2671863072386412|0.940298506573065|0.17747462774390604
51|0.8953271039178439|0.2572171561907385|0.9253731352179798|0.16906046155673354
52|0.8990654216748531|0.25472440457789697|0.940298506573065|0.15769143602741298
53|0.8953271022466855|0.25587431866431903|0.9477611940298507|0.16599443332472844
54|0.9093457936126496|0.24657894339516898|0.9477611940298507|0.15548117747947351
55|0.9121495314847643|0.23748035609165086|0.9477611940298507|0.14785938120600003
56|0.9093457948381656|0.22827489278583882|0.9477611940298507|0.14571957090007726
57|0.9205607481091936|0.22081350102045827|0.9552238805970149|0.1388549413254012
58|0.9130841113696588|0.22894071407407243|0.9925373134328358|0.13826525300296386
59|0.9205607487776569|0.2088206808143687|0.9925373134328358|0.12939829345959336
60|0.9214953277712671|0.22040098301161115|0.9925373134328358|0.12470652808004351
61|0.9214953279940882|0.222644246487974|0.9925373134328358|0.12562569308636792
62|0.9196261693384046|0.2203032807490536|0.9925373134328358|0.13053705799045848
63|0.9224299076561616|0.19626959715491143|0.9925373134328358|0.11833408697327572
64|0.9224299072105194|0.21224700872586152|0.9925373134328358|0.11989724013342787
65|0.9299065429473592|0.20001179548067466|0.9925373134328358|0.10983628924213239
66|0.921495327548446|0.20918130222882067|0.9925373134328358|0.10863533215736275
67|0.925233643634297|0.19236499912270877|0.9925373134328358|0.10638781536870928
68|0.935514019137231|0.18718536173071817|1.0|0.10327198879042668
69|0.9308411217181483|0.18941874579291476|1.0|0.09764022346752793
70|0.932710281042295|0.18852925768522458|1.0|0.0937667115410762
71|0.940186917001956|0.18106639162402285|1.0|0.09794439664527552
72|0.9439252343133231|0.17146086609252145|1.0|0.08861964763100467
73|0.9420560749891762|0.16784468839101702|1.0|0.08631803651354206
74|0.9495327107260161|0.16802086473625397|1.0|0.0853776300131385
75|0.9401869163334927|0.16953951799980949|1.0|0.08142849313679026
76|0.9355140193600521|0.1690929446264962|1.0|0.07858519411798734
77|0.9439252347589653|0.16301262509600023|1.0|0.08092448693602833
78|0.9514018691588785|0.15490643244201893|1.0|0.07190925372180654
79|0.9485981310639426|0.1513493320095205|1.0|0.07205744999558178
80|0.9532710287058465|0.1432688675194143|1.0|0.06630911711436599
81|0.9448598137525754|0.16737287997085357|1.0|0.06660634635099724
82|0.9542056076994566|0.14794005134673877|1.0|0.06306318338237592
83|0.9476635520703325|0.1524954080581665|1.0|0.06708519716761005
84|0.9542056079222777|0.13910605169345286|1.0|0.061843249780028614
85|0.9616822434362964|0.1383220491843803|1.0|0.061549917975468424
86|0.9607476635514018|0.1297132266459064|1.0|0.056307168594047205
87|0.9514018696045207|0.1421166457583971|1.0|0.05874529391971987
88|0.9542056081450988|0.1303693529601409|1.0|0.05747196078300476
89|0.9560747668007824|0.12925579121736722|1.0|0.053488701581954956
90|0.9588785055641816|0.13184537904284824|1.0|0.052464768957735886
91|0.9626168224299065|0.12523609541843986|1.0|0.049506402282572505
92|0.9644859813084112|0.12045277166310872|1.0|0.04640822357206202
93|0.9700934583895674|0.11957872106093112|1.0|0.04752597746564381
94|0.9598130843349706|0.12165424755522024|1.0|0.04538798154290043
95|0.9635514025376222|0.10731522663731441|1.0|0.043047195495064576
96|0.9672897196261683|0.10694805510411752|1.0|0.03939726059116534
