epoch|acc|loss|val_acc|val_loss
0|0.3965287053776042|1.206447856448521|0.702127660684129|1.2170135366155745
1|0.6915887855242028|0.8892975358842052|0.702127660684129|1.6405082966418976
2|0.9145527373009594|0.6930138120186504|0.702127660684129|1.7871454827328945
3|0.9252336451781289|0.5011951434755516|0.702127660684129|1.9928885926591589
4|0.9265687585036172|0.36079395609162995|0.702127660684129|2.170416111641742
5|0.925233645018971|0.2770186702065538|0.702127660684129|2.3726842555593937
6|0.9252336452577079|0.22283968882503433|0.702127660684129|2.627369581384862
7|0.92523364509855|0.19276549469167303|0.702127660684129|2.7687077015004258
8|0.9292389857116465|0.15964403197427934|0.702127660684129|2.9559566746366785
9|0.9385847800245909|0.13520194325491647|0.702127660684129|2.9561883794500474
10|0.9599465955401931|0.10970250288340373|0.702127660684129|3.0304846002700483
11|0.9666221628838452|0.09350071879270398|0.702127660684129|3.1544166270722735
12|0.9773030708405936|0.07445415206880213|0.702127660684129|3.2845748079584
13|0.9813084112149533|0.06502064910825486|0.702127660684129|3.244349677511986
14|0.9879839787177632|0.05034247712196113|0.702127660684129|3.3676720921029437
15|0.9893190921228304|0.04401497839289768|0.702127660684129|3.380219339056218
