epoch|accuracy|loss|val_accuracy|val_loss
0|0.5447263|1.202520819149603|0.2274143248796463|1.3536097260650444
1|0.7757009|0.8235333413084613|0.7102803587913513|1.774773805683647
2|0.85046726|0.5744449100363875|0.6417445540428162|2.0939205858937675
3|0.8985314|0.38943014167577467|0.7975077629089355|1.97519705080169
4|0.9132176|0.2704005764227843|0.7975077629089355|2.017886372741509
5|0.91455275|0.21274497786733274|0.7975077629089355|2.079866433069342
6|0.91855806|0.1797836587847632|0.8006230592727661|2.170190035739792
7|0.9399199|0.15405236807302417|0.8006230592727661|2.176270887487774
8|0.9546061|0.1322211683671847|0.7975077629089355|2.236005702865458
9|0.9706275|0.10940715253790803|0.8006230592727661|2.3204564201497586
10|0.9853138|0.08778082703219077|0.7975077629089355|2.3748510901430313
11|0.9919893|0.0715656185072557|0.7975077629089355|2.447594886256898
12|0.987984|0.060181645808296304|0.7975077629089355|2.5286555988394954
13|0.9986649|0.04387888111154212|0.8006230592727661|2.619895038575027
14|0.9986649|0.038800457430299674|0.7975077629089355|2.66637195085068
15|0.9959947|0.03800764719449551|0.7975077629089355|2.692201846856566
