epoch|acc|loss|val_acc|val_loss
0|0.5470588228281806|0.9893570388064665|0.73046875|1.7208170890808105
1|0.9294117640046512|0.5477025345260021|0.73046875|1.9851562976837158
2|0.9313725492533516|0.27200473786569107|0.73046875|2.6529762782156467
3|0.9313725483183767|0.17353052879665412|0.73046875|3.00538663379848
4|0.9431372560706793|0.13804770117881252|0.73046875|3.2451232969760895
5|0.9705882352941176|0.1070142005734584|0.73046875|3.360191425308585
6|0.9784313725490196|0.06943640308637244|0.73046875|3.8050451455637813
7|0.9941176470588236|0.04269891915222009|0.73046875|3.850457774475217
8|0.9950980392156863|0.033765220576349425|0.73046875|3.9272187906317413
9|0.996078431372549|0.027254602311215563|0.73046875|4.115536542143673
