epoch|accuracy|loss|val_accuracy|val_loss
0|0.34045395|1.248817233440873|0.8006230592727661|1.0186259761406253
1|0.7396529|0.9526280344567088|0.7912772297859192|1.2416234142683749
2|0.89185584|0.6364178720399121|0.7663551568984985|1.563013243155316
3|0.9092123|0.4202710479617278|0.8006230592727661|1.6385327395620375
4|0.91588783|0.287272094665605|0.8006230592727661|1.7506145316863728
5|0.91588783|0.21289540095147844|0.8006230592727661|1.8549611501604597
6|0.9305741|0.1738713750931545|0.8006230592727661|1.7917775840402763
7|0.9465955|0.13996454655567062|0.8006230592727661|1.833595359065451
8|0.9612817|0.10881695368181721|0.8006230592727661|1.982356751819266
9|0.9706275|0.10115101051147535|0.8006230592727661|2.0555306372241438
10|0.9839786|0.07817954340768116|0.8006230592727661|2.013611255776474
11|0.99065423|0.06124536901990944|0.8006230592727661|1.985431329483555
12|0.99332446|0.05149776469145184|0.8006230592727661|1.9915492215260537
13|0.9959947|0.038272120570826115|0.8006230592727661|2.1182305463749302
14|0.99332446|0.038292048203053874|0.8006230592727661|2.019085974708153
15|0.9973298|0.027272274215346344|0.8006230592727661|2.0563497132972763
