epoch|accuracy|loss|val_accuracy|val_loss
0|0.53364486|1.277971384681274|0.7201492786407471|1.1233449729520883
1|0.83364487|1.0080826208970257|0.8805969953536987|0.8456603342027806
2|0.8785047|0.7222178225205323|0.8805969953536987|0.574908455805992
3|0.87943923|0.518260289575452|0.8805969953536987|0.4338721481721793
4|0.87943923|0.4156152155911811|0.8805969953536987|0.3764611660544552
5|0.88130844|0.36343833397482045|0.8805969953536987|0.3300096637277461
6|0.88130844|0.31360805302022776|0.8805969953536987|0.2770675314006521
7|0.89719623|0.2625796978718766|0.9328358173370361|0.22621042826282445
8|0.9224299|0.2156504227179233|0.9328358173370361|0.2046967611384036
9|0.9327103|0.1764710561694386|0.9402984976768494|0.15417493346022138
10|0.9579439|0.12510326897429527|0.9402984976768494|0.12045997258887362
11|0.9775701|0.09122827480608058|0.9552238583564758|0.09347164597529084
12|0.982243|0.07095998175372588|0.9402984976768494|0.10345515928495286
13|0.99065423|0.05526155081586303|0.9888059496879578|0.06921051209097479
14|0.9878505|0.05907999242299071|0.9402984976768494|0.14436456046776094
15|0.9915888|0.03540077573994053|0.9514925479888916|0.0867590886999422
16|0.9990654|0.02364376227014533|0.9701492786407471|0.0731814391216013
17|0.99813086|0.024171243301618878|0.9701492786407471|0.07566798372722383
18|0.99719626|0.021531498191930423|0.9888059496879578|0.05712402694677906
19|0.99813086|0.018334806565996085|0.9888059496879578|0.06445954163183472
20|0.9990654|0.011451616603010726|0.9888059496879578|0.0608972116276177
21|1.0|0.009999394120874807|0.9888059496879578|0.047548101130706164
22|0.9990654|0.01009438215955117|0.9888059496879578|0.041654470133414466
23|1.0|0.00877731808452545|0.9888059496879578|0.04405123967357647
24|1.0|0.008304214179863996|0.9888059496879578|0.04880793196663483
25|1.0|0.006378336805223583|0.9888059496879578|0.044941988898747
26|1.0|0.006495211658146337|0.9888059496879578|0.04069217138423292
27|1.0|0.005143438289203098|0.9888059496879578|0.04879190939923387
28|1.0|0.004974930380497162|0.9888059496879578|0.04686473696423111
29|1.0|0.004934771368541172|0.9888059496879578|0.055221522080976124
