epoch|acc|loss|val_acc|val_loss
0|0.4343137266589146|1.073613803059447|0.5390625|1.9074768126010895
1|0.706862743695577|0.8362191155845043|0.6796875|2.2741709500551224
2|0.8343137257239398|0.6937401056289673|0.72265625|2.0252958089113235
3|0.8833333345020519|0.5200166547999663|0.71875|1.9514456614851952
4|0.9294117630696764|0.374619689875958|0.7265625|1.8316590785980225
5|0.9313725501883263|0.2942564524856268|0.73046875|1.8362026549875736
6|0.9323529395402647|0.24498338360412447|0.73046875|1.8904081173241138
7|0.9323529414102143|0.21334090156882418|0.73046875|2.084984462708235
8|0.9323529404752394|0.19106781628786348|0.73046875|2.215925522148609
9|0.9323529414102143|0.1734178124105229|0.73046875|2.378538053482771
10|0.9401960767951666|0.15239624369378182|0.73046875|2.5861205253750086
11|0.9431372532657548|0.135997713488691|0.73046875|2.66070151142776
12|0.9509803914556316|0.12159873825662276|0.73046875|2.7760741617530584
13|0.9578431358524397|0.11467745187235813|0.73046875|2.9482643166556954
14|0.9647058807167352|0.09313990248768937|0.73046875|2.9540886357426643
15|0.9676470588235294|0.08303217626377649|0.73046875|2.9644406400620937
16|0.9813725490196078|0.06455048866862176|0.73046875|3.1076649934984744
17|0.9803921570964887|0.0599914960417093|0.73046875|3.0768012953922153
18|0.9852941185820336|0.05100904399273442|0.73046875|3.0506319478154182
19|0.9892156862745098|0.039958082599674954|0.73046875|3.103934047743678
20|0.9911764715232101|0.03621933783094088|0.73046875|3.0949173625558615
21|0.9921568627450981|0.03218312979328866|0.73046875|3.0323036164045334
22|0.9941176479937983|0.02749521374410274|0.73046875|3.0744099002331495
23|0.9950980392156863|0.022934106437891136|0.73046875|3.16058234940283
24|0.9970588235294118|0.019484180657594812|0.73046875|3.1435859771445394
25|0.9980392166212493|0.018096420650973038|0.73046875|3.19359515234828
26|0.9950980401506611|0.017580935125257456|0.73046875|3.1215810410212725
27|0.9970588235294118|0.01354263088866776|0.73046875|3.1162383831106126
28|0.9980392156862745|0.011505404615080823|0.73046875|3.109587762504816
29|0.9950980392156863|0.01260361663412814|0.73046875|3.12475344305858
